Lieferant;EAN-Nummer;Bestellnummer;Vorgang;Jahr;Belegnummer;Bezeichnung 2;Liefertermin Belegposition;Artikelnummer;Referenznummer;Artikelmatchcode;Menge Belegposition;<Offene Menge (vorgangsbezogen);ME;Erfüllt Vorgang;Erfüllt Position;Wkz_Wert;Wkz_Bezeichnung;Preiskennzeichen;Besteuerungsart_Wert;Besteuerungsart_Bezeichnung;Artikelgruppe_Wert;Artikelgruppe_Bezeichnung
70001;8,03412E+12;KACL.557#N;3834;2025;10124;Verlängerung Inselhaube 1200mm Schwarz;22.09.2025;103358;;SCHACHT H1200 INSEL SCHWARZ  KACL.557#N;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;CPOI90.E11P2#EUI490F;3834;2025;10124;Inselhaube 35 cm Edelstahl;22.09.2025;103833;;POLAR EVO IS 35 EDELSTAHL;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;8,03412E+12;CDDW20.E1P2#ZZZN400F;3837;2025;10125;Arbeitsplattenhaube 120cm / Front Glas schwarz;22.09.2025;100065;;DOWNDRAFT 120 SCHWARZ - HAUBENKÖRPER;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;8,03412E+12;CLUI90.E0P1#NEUI491F;3837;2025;10125;Inselhaube 90 cm - Lichtleisten in WEISS;22.09.2025;100187;;LUMEN IS 90;4;4;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;8,03412E+12;CLMI90.00P2#NEUI490F;3837;2025;10125;Inselhaube 90cm (800m³/h) mit Edelstahlblende;22.09.2025;100195;;LUMINA NRS IS 90 EDELSTAHL !! neuer Filter;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;120;NRS System
70001;8,03412E+12;CMON60.E0P2#ZZZI491F;3837;2025;10125;Wandhaube 60 cm Edelstahl;22.09.2025;100279;;MIZAR W 60;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;8,03412E+12;CMON90.E0P2#ZZZI491F;3837;2025;10125;Wandhaube 90 cm Edelstahl;22.09.2025;100280;;MIZAR W 90;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;8,03412E+12;CMKN60.E0P2#ZZZN490F;3837;2025;10125;Flachlüfter 60cm Korpus Edelstahl Auszug schwarz;22.09.2025;100282;;MOVE 60 SCHWARZ neuer Filter;30;30;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;151;Einbau
70001;8,03412E+12;CMKN60.E0P2#ZZZF490F;3837;2025;10125;Flachlüfter 60cm Korpus Edelstahl Auszug weiß;22.09.2025;100283;;MOVE 60 WEIß neuer Filter;15;15;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;151;Einbau
70001;8,03412E+12;CMKN90.E0P2#ZZZN490F;3837;2025;10125;Flachlüfter 90cm Korpus Edelstahl Auszug schwarz;22.09.2025;100284;;MOVE 90 SCHWARZ neuer Filter;15;15;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;151;Einbau
70001;8,03412E+12;CQPN80.E0P2#ZZZN491F;3837;2025;10125;Wandhaube 80 cm. Glasfront schwarz;22.09.2025;100337;;QUASAR 80 SCHWARZ;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;8,03412E+12;CQPN90.E0P2#ZZZN491F;3837;2025;10125;Wandhaube 90 cm Glasfront schwarz;22.09.2025;100341;;QUASAR 90 SCHWARZ;10;10;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;8,03412E+12;KACL.934;3837;2025;10125;KACL.934 Umluftfilter Carbon.Zeo Move;22.09.2025;101084;;FILTER MOVE CARBON.ZEO;10;10;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;KACL.921;3837;2025;10125;KACL.921 Kohlefilter in Metallfilterrahmen;22.09.2025;101105;;FILTER NRS PLANE;3;3;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;103050102;3837;2025;10125;Aktivkohlefilter Typ A (1 Paar);22.09.2025;101115;;FILTER TYP A - 103050102;9;9;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;KACL.789;3837;2025;10125;Umlenkstück für Deckenlüfter KACL.789;22.09.2025;101249;;UMLENKSTÜCK DECKENLÜFTER KACL.789;10;10;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;KACL.510#I;3837;2025;10125;Verlängerung Wandhaube 700mm Lumen, Plane, Blade;22.09.2025;101278;;SCHACHT H700 - KACL.510#I LUMEN, PLANE, BLADE;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;KACL.557#I;3837;2025;10125;Verlängerung Inselhaube 1200mm Edelstahl;22.09.2025;101298;;SCHACHT H1200 INSEL EDELSTAHL  KACL.557#I;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;KACL.782#49F;3837;2025;10125;Flach für Deckenlüfter 800m³/h - KACL.782#49F EVO;22.09.2025;101327;;MOTOR FLACH 800 / DECKENLÜFTER KACL.782#49F  EVO !;25;25;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;CAEI20.E0P2#ZZZB461F;3837;2025;10125;Deckenlüfter für Umluft inkl. Umluftfilter;22.09.2025;101560;;AURA 120;9;9;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;8,03412E+12;CSMI90.E1P2#ZZZB400F;3837;2025;10125;Deckenlüfter 90cm weiss - Haubenkörper;22.09.2025;101634;;STELLA 90 WEISS;2;2;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;8,03412E+12;KACL.796#4AF;3837;2025;10125;Außenwandgebläse Edelstahl 1.500m³/h KACL.796#4AF;22.09.2025;101636;;EXTERN AWG  1.500;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;CMKN20.E0P2#ZZZN490F;3837;2025;10125;Flachlüfter 120cm Korpus Edelstahl Auszug schwarz;22.09.2025;101661;;MOVE 120 SCHWARZ neuer Filter;3;3;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;151;Einbau
70001;8,03412E+12;KACL.941;3837;2025;10125;Umluftbox Carbon.Zeo für kopffrei Hauben KACL.941;22.09.2025;101671;;UMLUFTBOX - Kopffreihauben - EDELSTAHL;50;50;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;KACL.935;3837;2025;10125;2 STÜCK (KACL.935);22.09.2025;101911;;FILTER CARBON.ZEO CIELO/AURA -2 STÜCK(Ab 14.02.15);7;7;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;CSWN54.E0P7#ZZZJ461F;3837;2025;10125;Circle.Tech - Inselhaube - 600m³/h;22.09.2025;101913;;SOPHIE IS 54CM - ANTHRAZIT;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;190;Circle.Tech
70001;8,03412E+12;CSWN54.E0P7#ZZZE461F;3837;2025;10125;Circle.Tech - Inselhaube - 600m³/h;22.09.2025;101916;;SOPHIE IS 54CM - MESSING ANTIK;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;190;Circle.Tech
70001;8,03412E+12;CVYI20.E0P7#ZZZI461F;3837;2025;10125;Circle.Tech - Inselhaube - 600m³/h;22.09.2025;101927;;VETRA IS 120CM - EDELSTAHL;2;2;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;190;Circle.Tech
70001;8,03412E+12;KACL.945;3837;2025;10125;KACL.945 Umluftbox für Muldenlüfter bis 1.000m³/h;22.09.2025;101946;;PIANO UMLUFTBOX KOMPAKT CARBON.ZEO - AUSLAUF;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;103050093;3837;2025;10125;Aktivkohlefilter Typ G (1 Paar) 192mm;22.09.2025;102040;;FILTER TYP G  GREEN TECH - 103050093;4;4;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8034122477183;CLVI20.E0P7#ZZZF461F;3837;2025;10163;Circle.Tech - Inselhaube - 600m³/h;22.09.2025;102133;;LEVANTE IS 120CM -GLAS WEISS - PLATTE WEISS;2;2;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;190;Circle.Tech
70001;8,03412E+12;KACL.744#IF;3837;2025;10125;2 Edelstahlschalen für Indoorgarden -  KACL.744#IF;22.09.2025;102151;;PFLANZEN EDELSTAHLSCHALEN - SPAZIO 180;2;2;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;KACL.745#IF;3837;2025;10125;Photosynthese Beleuchtung - KACL.745#IF;22.09.2025;102152;;PFLANZENLICHT - SPAZIO 180;2;2;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;KACL.980;3837;2025;10125;best. aus 20 Kunstpflanzen u Steckschwamm KACL.980;22.09.2025;102194;;Deko Kräuter für Spazio;3;3;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;KACL.953#BF;3837;2025;10125;Umluftbox Carbon.Zeo Deckenlüfter - KACL.953#BF;22.09.2025;102293;;UMLUFTBOX - DECKENLÜFTER - SEITLICH;2;2;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;KACL.342;3837;2025;10125;KACL.342  200er Durchmesser;22.09.2025;102317;;RUNDROHR VERBINDUNGSSTÜCK 200MM;10;10;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;CLVI20.E0P7#ZZZ7461F;3837;2025;10125;Circle.Tech - Inselhaube - 600m³/h;22.09.2025;102532;;LEVANTE IS 120CM -GLAS GRAU - PLATTE WEISS;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;190;Circle.Tech
70001;8,03412E+12;CVXN85.E1P2#ZZZN490F;3837;2025;10125;Wandhaube 85 cm Glas schwarz;22.09.2025;102638;;VERSO NRS 85 SCHWARZ;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;120;NRS System
70001;8,03412E+12;CNUI40.E1P2#ZZZI400F;3837;2025;10125;Deckenlüfter 140cm Edelstahl - LED / Schallgedämmt;22.09.2025;102645;;NUVOLA 140 LED EVO EDELSTAHL - HAUBENKÖRPER;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;8,03412E+12;CUZQ90.03P8#ZZZN460F;3837;2025;10125;Induktionskochfeld mit Absaugung 84x52cm - 600m³/h;22.09.2025;102770;;QUANTUM PRO;2;2;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;51;Muldenlüfter
70001;8034122901077;CUZQ76.06P8#ZZZN461F;4125;2025;10163;Induktionskochfeld mit Absaugung Umluft - 76cm;22.09.2025;103381;;ZERO EASY 76 UMLUFT;8;8;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;51;Muldenlüfter
70001;8034122900940;CUZQ90.06P8#ZZZN461F;4125;2025;10164;Induktionskochfeld mit Absaugung Umluft - 84cm;22.09.2025;102887;;ZERO EASY 84 UMLUFT;30;30;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;51;Muldenlüfter
70001;8,03412E+12;CVGN88.E0P7#ZZZQ461F;3837;2025;10125;Circle.Tech - Inselhaube - 600m³/h - Verde;22.09.2025;103110;;VOGUE IS 88cm - GRÜN;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;190;Circle.Tech
70001;8,03412E+12;CVGN88.E0P7#ZZZZ461F;3837;2025;10125;Circle.Tech - Inselhaube - 600m³/h - Grigio Ferro;22.09.2025;103112;;VOGUE IS 88cm - SCHWARZGRAU;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;190;Circle.Tech
70001;8,03412E+12;CPAW70.E1P1#ZZZN490F;3837;2025;10125;Lüfterbaustein 76 cm Schwarz -  800m3/h;22.09.2025;103135;;PARALLEL 70 SCHWARZ;2;2;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;151;Einbau
70001;8,03412E+12;;3837;2025;10125;Wandhaube 90 cm Edelstahl- 800m3/h;22.09.2025;103187;;VIRGOLA TOUCH 90 EDELSTAHL;2;2;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;151;Einbau
70001;8,03412E+12;CPLN90.E23P2#EUI490F;3837;2025;10125;Wandhaube 90 cm Edelstahl;22.09.2025;103215;;PLANE (PLUS) W 90 EDELSTAHL;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;8,03412E+12;CPLN20.E23P2#EUI490F;3837;2025;10125;Wandhaube 120 cm Edelstahl;22.09.2025;103221;;PLANE (PLUS) W 120 EDELSTAHL;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;8,03412E+12;CGIW50.E26P2#EUI490F;3837;2025;10125;Lüfterbaustein 50 cm - Edelstahl - 800m³/h;22.09.2025;103227;;LÜFTERBAUSTEIN (PLUS) 50 EDELSTAHL;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;151;Einbau
70001;8,03412E+12;CGIW70.E26P2#EUI490F;3837;2025;10125;Lüfterbaustein 70 cm - Edelstahl - 800m³/h;22.09.2025;103230;;LÜFTERBAUSTEIN (PLUS) 70 EDELSTAHL *alt 100174 *;2;2;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;151;Einbau
70001;8,03412E+12;CGIW70.E26P2#EUN490F;3837;2025;10125;Lüfterbaustein 70 cm - Schwarz - 800m³/h;22.09.2025;103231;;LÜFTERBAUSTEIN (PLUS) 70 SCHWARZ;2;2;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;151;Einbau
70001;;KACL.577#B;3837;2025;10125;Verlängerung Kopffreihaube 960mm Weiß;22.09.2025;103279;;SCHACHT H960 WAND KOPFFREI WEISS  KACL.577#B;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;KACL.577#N;3837;2025;10125;Verlängerung Kopffreihaube 960mm Schwarz;22.09.2025;103321;;SCHACHT H960 WAND KOPFFREI SCHWARZ KACL.577#N;6;6;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;CVJN90.E29P2#EU3490F;3837;2025;10125;Einbauhaube 90cm Edelstahl;22.09.2025;103324;;VIRGOLA TOUCH NRS 90 EDELSTAHL;4;4;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;121;Einbau NRS
70001;8,03412E+12;CMFI40.E14P2#EUI490F;3837;2025;10125;Inselhaube 40 cm Edelstahl;22.09.2025;103341;;MIRA (PLUS) IS 40 EDELSTAHL;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;8,03412E+12;CVXN55.E0P2#ZZZN490F;3837;2025;10125;Wandhaube 55 cm Glasfront schwarz;22.09.2025;103342;;VERSO 55 SCHWARZ - EVO;21;21;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;8,03412E+12;CVXN55.E0P2#ZZZF490F;3837;2025;10125;Wandhaube 55 cm Glasfront weiss;22.09.2025;103343;;VERSO 55 WEISS - EVO;3;3;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;8,03412E+12;CVXN55.E0P2#ZZZA490F;3837;2025;10125;Wandhaube 55 cm Glasfront grau;22.09.2025;103344;;VERSO 55 GRAU - EVO;3;3;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;8,03412E+12;CVXN85.E0P2#ZZZA490F;3837;2025;10125;Wandhaube 85 cm Glasfront grau;22.09.2025;103345;;VERSO 85 GRAU - EVO;12;12;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;8,03412E+12;;3837;2025;10125;Wandhaube 85 cm Glasfront schwarz;22.09.2025;103346;;VERSO 85 SCHWARZ - EVO;40;40;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;8,03412E+12;KACL.1059;3837;2025;10125;KACL.1059 Luftweiche für Umluft - Ø150mm;22.09.2025;103819;;LUFTWEICHE - UMLUFT  Motorstutzen schwarz IT;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;KACL.1054;3837;2025;10125;KACL.1054 Carbon.Zeo Microtech - regenerierbar;22.09.2025;103822;;UMLUFTFILTER MICROTECH - MONOLITH / BRERA;13;13;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;KACL.1055;3837;2025;10125;KACL.1055 Carbon.Zeo Microtech - regenerierbar;22.09.2025;103823;;UMLUFTFILTER MICROTECH - VERSO EASY;20;20;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;KACL.1048;3837;2025;10125;KACL.1048 Carbon.Zeo Microtech - regenerierbar;22.09.2025;103824;;UMLUFTFILTER MICROTECH - CIRCLE.TECH SET;3;3;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;8,03412E+12;KACL.1064#BF;3837;2025;10125;Luftauslass für Deckenhauben Innen / KACL.1064#BF;22.09.2025;103907;;LÜFTUNGSGITTER FÜR DECKENLÜFTER - WEISS;5;5;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;;105070082;3838;2025;10126;105070082;30.10.2025;101556;;Hauptelektronik m Sender FB, 4-Stufen;3;3;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;60001G0A4#I1;3838;2025;10126;60001G0A4#I1;30.10.2025;102030;;Metallfettfilter Prisma 85-115 unten;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;60001G0A4#I1;3838;2025;10126;60001G0A4#I1;30.10.2025;102030;;Metallfettfilter Prisma 85-115 unten;5;5;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;105040804;3838;2025;10126;105040804;30.10.2025;103097;;LED Strip Shelf Grundmodul;15;15;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;105080909;3838;2025;10126;105080909;30.10.2025;102620;;Elektronik komplett, 4-Stufen, Move;10;10;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;105059522;3838;2025;10126;105059522;30.10.2025;102215;;Antriebsmotor - Hebemotor Levante;10;10;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;105059651;3838;2025;10126;105059651;30.10.2025;102564;;Kabelrolle mit Kabel für Levante;5;5;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;101080094;3838;2025;10126;101080094;30.10.2025;101727;;Metallfettfilter, 254x215,8 Top Downdraft;2;2;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;101080094;3838;2025;10126;101080094;30.10.2025;101727;;Metallfettfilter, 254x215,8 Top Downdraft;5;5;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;105070082;3838;2025;10126;105070082;30.10.2025;101556;;Hauptelektronik m Sender FB, 4-Stufen;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;105070161;3838;2025;10126;105070161;30.10.2025;102436;;Elektronik einzeln, 4-Stufen;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;101080240;3838;2025;10126;101080240;30.10.2025;101740;;Metallfettfilter, 274,5 x 274,5;6;6;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;308080408;3838;2025;10126;308080408;30.10.2025;102593;;Bedienelement für 4 Stufen Lüfterbaustein;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;103090107;3838;2025;10126;103090107;30.10.2025;100538;;Tastenfeldhalterung, 4-stufig, eckig;20;20;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;105080302;3838;2025;10126;105080302;30.10.2025;100638;;Schaltung komplett, runde Tasten, Mod Mercurio;7;7;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;103020102;3838;2025;10126;103020102;30.10.2025;100530;;Lampenabdeckung, Oval, Kunststoff;40;40;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;105040201;3838;2025;10126;105040201;30.10.2025;100593;;Halogenstrahler, 20W, rund;20;20;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;101079911;3838;2025;10126;101079911;30.10.2025;102597;;Metallfettfilter, Base, 278,8 x 206,5 Virgola;10;10;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;101080145;3838;2025;10126;101080145;30.10.2025;100500;;Metallfettfilter, 244,8 x 190,3mm;5;5;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;101080241;3838;2025;10126;101080241 identisch mit 101080128;30.10.2025;100506;;Metallfettfilter Base 32,6 x 28,9 - aktuell;10;10;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;KACL.937;3838;2025;10126;KACL.937 Umluftfilter Carbon.Zeo Move;30.10.2025;102270;;Ersatzfilter MOVE AKTIVKOHLE;5;5;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;10506070T#46;3838;2025;10126;10506070T#46;30.10.2025;100621;;Gebläse komplett, 600m³, Kunststoff;30;30;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;105070082;3838;2025;10126;105070082;30.10.2025;101556;;Hauptelektronik m Sender FB, 4-Stufen;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;105070218;3838;2025;10126;105070218;30.10.2025;101754;;Schaltelement (vorne) Lüfterbaustein Murano;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;308080300;3838;2025;10126;308080300;30.10.2025;101574;;Schaltelement vorn 4 Stufen eckige Tasten ohne Kab;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;105080865;3838;2025;10126;105080865;30.10.2025;102489;;Elektronik komplett Lumen, 4-Stufen;10;10;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;103050105;3838;2025;10126;FILTER TYP B - Vorgänger Version, 103050105;30.10.2025;100887;;Filter TYP B - Alt;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;;6000217A2#B;3838;2025;10126;6000217A2#B;30.10.2025;102833;;Glasklappe unten, Nuvola 140, weiss;2;2;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;60001A8A4 - VERSION 3;3838;2025;10126;60001A8A4 - VERSION 3;30.10.2025;102207;;Glasscheibe oval, unten, Mod Mare, Zephiro Insel,;5;5;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;101210113;3838;2025;10126;101210113;30.10.2025;101764;;Dämpfer, Gasdruck, Flipper;15;15;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;105069568;3838;2025;10126;105069568;30.10.2025;101773;;Elektronikplatine (einzeln) 4-stufig Neu;1;1;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;105069568;3838;2025;10126;105069568;30.10.2025;101773;;Elektronikplatine (einzeln) 4-stufig Neu;2;2;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;KACL.937;3838;2025;10126;KACL.937 Umluftfilter Carbon.Zeo Move;30.10.2025;102270;;Ersatzfilter MOVE AKTIVKOHLE;10;10;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;105040243;3838;2025;10126;105040243;30.10.2025;101586;;LED Lampe, 1,5W 3200°K  kompl mit Fassung;30;30;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;8,03412E+12;KACL.934;3838;2025;10126;KACL.934 Umluftfilter Carbon.Zeo Move;30.10.2025;101084;;FILTER MOVE CARBON.ZEO;2;2;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
70001;;105080202;3838;2025;10126;105080202;30.10.2025;100634;;Schiebeschaltung, Airmac Modelle;10;10;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;105032201;3838;2025;10126;105032201;30.10.2025;102793;;Induktionsspule -Basic4 Master 72.08040.001/Rechts;10;10;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;105032202;3838;2025;10126;105032202;30.10.2025;102794;;Induktionsspule - Basic4 Slave 72.08040.004/Links;10;10;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;;105070294;3838;2025;10126;105070294;30.10.2025;102795;;Bedienfeld Induktion -  Sintesi, Quantum Pro;10;10;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;300;Ersatzteile
70001;8034122324876;CLUN90.E0P1#NEUI491F;4125;2025;10173;Wandhaube 90 cm - Lichtleiste in WEISS;24.10.2025;100182;;LUMEN W 90;10;10;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;8,03412E+12;CLUI90.E0P1#NEUI491F;3841;2025;10129;Inselhaube 90 cm - Lichtleisten in WEISS;24.10.2025;100187;;LUMEN IS 90;5;5;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;8,03412E+12;CLMI90.00P2#NEUI490F;3841;2025;10129;Inselhaube 90cm (800m³/h) mit Edelstahlblende;24.10.2025;100195;;LUMINA NRS IS 90 EDELSTAHL !! neuer Filter;2;2;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;120;NRS System
70001;8,03412E+12;CQPN60.E0P2#ZZZF491F;3841;2025;10129;Wandhaube 60 cm. Glasfront weiss;24.10.2025;100336;;QUASAR 60 WEISS;2;2;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;150;Design
70001;;103050105;3841;2025;10129;FILTER TYP B - Vorgänger Version, 103050105;24.10.2025;100887;;Filter TYP B - Alt;7;7;Stk;Nein;Nein;EUR;Euro;Netto;2;EU mit UStID;600;Zubehör
